,location,total_sqft,bath,price,bhk
563,Ananth Nagar,1000.0,2.0,29.7,2
564,Ananth Nagar,850.0,2.0,25.99,2
565,Ananth Nagar,902.0,2.0,25.26,2
566,Ananth Nagar,1470.0,3.0,54.0,3
567,Ananth Nagar,810.0,2.0,25.5,2
568,Ananth Nagar,890.0,2.0,27.0,2
569,Ananth Nagar,1200.0,2.0,36.0,2
571,Ananth Nagar,1319.0,3.0,42.0,3
572,Ananth Nagar,1000.0,2.0,25.0,2
573,Ananth Nagar,902.0,2.0,25.0,2
574,Ananth Nagar,930.0,2.0,25.99,2
575,Ananth Nagar,1074.0,2.0,26.85,2
576,Ananth Nagar,500.0,1.0,14.0,1
577,Ananth Nagar,1010.0,2.0,38.0,2
578,Ananth Nagar,992.0,2.0,24.8,2
579,Andrahalli,1200.0,4.0,135.0,4
581,Anekal,656.0,2.0,22.0,2
582,Anekal,620.0,2.0,22.0,2
583,Anekal,600.0,1.0,16.5,1
584,Anekal,925.0,2.0,40.0,2
585,Anekal,530.0,1.0,18.0,1
586,Anekal,1800.0,3.0,68.0,3
588,Anekal,351.0,1.0,16.0,1
589,Anekal,1035.0,2.0,38.3,2
590,Anekal,888.0,2.0,34.0,2
594,Anekal,1200.0,2.0,36.0,4
595,Anekal,766.0,2.0,28.0,2
596,Anekal,967.0,2.0,45.0,3
597,Anekal,620.0,1.0,23.5,2
598,Anekal,1150.0,3.0,45.0,3
601,Anekal,400.0,1.0,11.5,1
602,Anekal,456.0,1.0,15.0,1
605,Anekal,2400.0,4.0,95.0,3
609,Anekal,420.0,1.0,12.5,1
610,Anekal,614.0,1.0,28.0,2
611,Anekal,1140.0,2.0,52.0,2
612,Anekal,625.0,1.0,25.0,2
613,Anjanapura,1850.0,4.0,86.0,4
614,Anjanapura,1070.0,2.0,39.0,2
615,Anjanapura,1500.0,3.0,121.0,3
616,Anjanapura,1070.0,2.0,37.0,2
617,Anjanapura,950.0,2.0,40.0,2
618,Anjanapura,1280.0,2.0,45.0,3
619,Anjanapura,710.0,2.0,25.0,2
621,Anjanapura,950.0,2.0,32.0,2
622,Anjanapura,1800.0,4.0,55.0,4
623,Anjanapura,1843.0,3.0,87.54,3
624,Anjanapura,1076.0,2.0,30.13,2
625,Anjanapura,950.0,2.0,30.0,2
626,Anjappa Layout,1348.0,2.0,100.0,2
627,Ankappa Layout,1105.0,2.0,50.0,2
628,Annaiah Reddy Layout,540.0,1.0,22.0,1
629,Annaiah Reddy Layout,1075.0,2.0,48.0,2
630,Annapurneshwari Nagar,1200.0,5.0,270.0,4
631,Anugrah Layout,1567.0,3.0,100.0,3
632,Anwar Layout,610.0,1.0,28.0,1
633,Ardendale,1750.0,3.0,100.0,3
634,Ardendale,3198.0,4.0,200.0,4
635,Ardendale,2422.0,4.0,160.0,4
636,Ardendale,1750.0,3.0,100.0,3
637,Ardendale,3200.0,4.0,205.0,4
638,Ardendale,1728.0,3.0,95.0,3
639,Ardendale,2062.0,3.0,140.0,4
640,Ardendale,1732.46,3.0,92.0,3
641,Ardendale,2062.0,3.0,150.0,4
643,Ardendale,1224.0,2.0,70.0,2
644,Ardendale,1777.26,3.0,105.0,3
645,Ardendale,1650.0,3.0,82.0,3
646,Ardendale,2062.0,3.0,140.0,4
647,Ardendale,1650.0,3.0,82.0,3
648,Ardendale,1224.0,2.0,67.0,2
649,Ardendale,1723.0,3.0,95.0,3
650,Ardendale,1777.26,3.0,89.0,3
651,Ardendale,1777.26,3.0,92.0,3
652,Arehalli,1350.0,2.0,65.0,3
653,Arekere,2060.0,3.0,140.0,3
654,Arekere,920.0,2.0,40.0,2
655,Arekere,1740.0,2.0,95.0,3
656,Arekere,1190.0,2.0,55.0,2
657,Arekere,600.0,1.0,28.0,1
658,Arekere,2072.0,3.0,108.0,3
659,Arekere,1100.0,2.0,55.0,2
660,Arekere,900.0,2.0,50.0,2
661,Arekere,2710.0,6.0,142.0,4
662,Arekere,1240.0,2.0,60.0,2
663,Arekere,900.0,2.0,44.5,2
664,Ashirvad Colony,1000.0,2.0,53.0,2
665,Ashirvad Colony,1100.0,2.0,53.0,2
666,Ashirvad Colony,2050.0,3.0,100.0,4
667,Ashok Nagar,8321.0,5.0,2912.0,4
668,Ashwath Nagar,1644.0,3.0,84.0,3
669,Ashwath Nagar,1640.0,3.0,84.0,3
670,Ashwath Nagar,1220.0,2.0,65.0,2
671,Ashwathnagar,936.0,2.0,42.0,2
672,Ashwathnagar,936.0,2.0,43.0,2
673,Ashwathnagar,1100.0,2.0,55.0,2
674,Ashwini layout,834.0,1.0,60.0,1
675,Ashwini layout,834.0,1.0,62.0,1
676,Atmananda Colony,1127.0,2.0,55.0,2
677,Atmananda Colony,1125.0,2.0,55.0,2
678,Attibele,450.0,1.0,11.0,1
679,Attibele,1600.0,4.0,52.8,4
680,Attibele,656.0,2.0,25.0,2
681,Attibele,400.0,1.0,11.0,1
682,Attibele,400.0,1.0,12.0,1
683,Attibele,400.0,1.0,14.0,1
684,Attibele,500.0,1.0,17.0,1
685,Attibele,2168.0,4.0,95.0,4
686,Attibele,395.0,1.0,10.25,1
687,Attibele,420.0,1.0,17.0,1
689,Attibele,418.0,1.0,12.0,1
690,Attibele,1200.0,2.0,42.0,2
691,Attibele,400.0,1.0,10.0,1
692,Attibele,695.0,1.0,25.0,2
693,Attibele,850.0,1.0,25.0,2
694,Attibele,2400.0,3.0,120.0,3
695,Attibele,450.0,1.0,12.5,1
699,Attibele,782.0,1.0,19.55,1
701,Attibele,656.0,2.0,25.0,2
702,Attibele,400.0,1.0,11.5,1
703,Attibele,460.0,1.0,13.0,1
704,Attibele,418.0,2.0,11.5,1
705,Attibele,1000.0,2.0,42.0,2
706,Attibele,550.0,1.0,11.5,1
708,Attibele,410.0,1.0,10.0,1
709,Attibele,1700.0,3.0,65.0,3
710,Attibele,400.0,1.0,10.25,1
711,Attibele,656.0,2.0,25.0,2
712,Attibele,1500.0,3.0,90.0,3
713,Attibele,520.0,1.0,15.0,1
714,Attur Layout,2400.0,4.0,200.0,3
715,Attur Layout,1200.0,1.0,65.0,2
716,Attur Layout,4000.0,8.0,150.0,7
717,Austin Town,400.0,1.0,14.0,1
718,Austin Town,1250.0,2.0,60.0,2
719,Austin Town,600.0,2.0,23.0,1
720,Austin Town,1000.0,2.0,60.0,2
721,Austin Town,975.0,2.0,60.0,2
722,Avalahalli,2300.0,3.0,120.0,3
723,Avalahalli,833.0,1.0,49.0,1
724,Avalahalli,2045.0,3.0,108.0,3
725,Ayappa Nagar,1236.0,2.0,50.0,2
726,Ayappa Nagar,1190.0,2.0,48.0,2
727,B Channasandra,1300.0,2.0,79.0,2
728,B Channasandra,1080.0,2.0,45.0,2
729,B Narayanapura,1313.0,2.0,58.27,2
730,B Narayanapura,1460.0,2.0,73.0,3
731,B Narayanapura,1405.0,2.0,70.0,3
732,B Narayanapura,1060.0,2.0,49.27,2
733,B Narayanapura,1020.0,2.0,60.0,2
734,B Narayanapura,1020.0,2.0,49.0,2
735,B Narayanapura,1765.0,3.0,77.27,3
736,B Narayanapura,1075.0,2.0,50.0,2
737,BCC Layout,2700.0,3.0,230.0,4
738,BCMC Layout,1600.0,2.0,88.0,3
739,BEL Road,1050.0,2.0,110.0,2
740,BEL Road,1500.0,2.0,203.0,2
741,BEL Road,1800.0,3.0,150.0,3
742,BEML Layout,1060.0,2.0,55.0,2
744,BEML Layout,999.0,2.0,45.0,2
745,BEML Layout,2400.0,4.0,225.0,5
747,BEML Layout,1194.0,2.0,65.0,2
748,BEML Layout,1200.0,2.0,67.0,2
749,BEML Layout,2400.0,2.0,228.0,2
752,BEML Layout,1194.0,2.0,65.0,2
753,BHEL Layout,1200.0,3.0,165.0,4
754,BHEL Layout,2400.0,4.0,170.0,6
755,BSM Extension,975.0,2.0,45.0,2
756,BSM Extension,865.0,2.0,33.0,2
757,BTM 1st Stage,3300.0,14.0,500.0,9
758,BTM 1st Stage,375.0,1.0,40.0,1
759,BTM 1st Stage,1717.0,3.0,200.0,3
760,BTM 2nd Stage,1260.0,5.0,185.0,3
761,BTM 2nd Stage,950.0,2.0,52.0,2
762,BTM 2nd Stage,1850.0,3.0,170.0,3
763,BTM 2nd Stage,1200.0,2.0,80.0,2
764,BTM 2nd Stage,1274.0,2.0,70.0,2
766,BTM 2nd Stage,1070.0,2.0,48.0,2
767,BTM 2nd Stage,1280.0,2.0,80.0,2
768,BTM 2nd Stage,1100.0,2.0,70.0,2
769,BTM 2nd Stage,1000.0,2.0,58.0,2
770,BTM 2nd Stage,2990.0,5.0,416.0,5
771,BTM 2nd Stage,1265.0,2.0,55.0,2
772,BTM 2nd Stage,2200.0,3.0,220.0,3
773,BTM 2nd Stage,2780.0,4.0,325.0,3
774,BTM 2nd Stage,2400.0,2.0,360.0,3
775,BTM 2nd Stage,965.0,2.0,56.0,2
776,BTM 2nd Stage,1147.0,2.0,75.0,2
777,BTM 2nd Stage,1750.0,3.0,172.0,3
778,BTM 2nd Stage,1400.0,2.0,90.0,2
779,BTM 2nd Stage,1200.0,2.0,70.0,2
780,BTM 2nd Stage,1100.0,2.0,47.0,2
781,BTM 2nd Stage,930.0,2.0,46.0,2
783,BTM 2nd Stage,2500.0,3.0,345.0,3
784,BTM 4th Stage,1350.0,2.0,90.0,2
785,BTM Layout,1150.0,2.0,63.0,2
786,BTM Layout,3300.0,6.0,165.0,6
787,BTM Layout,1450.0,2.0,81.0,3
788,BTM Layout,1776.0,2.0,75.0,3
789,BTM Layout,1458.0,3.0,79.0,3
790,BTM Layout,935.0,2.0,51.5,2
791,BTM Layout,1020.0,2.0,46.5,2
792,BTM Layout,1600.0,3.0,112.0,3
793,BTM Layout,1300.0,2.0,75.0,3
794,BTM Layout,1540.0,2.0,78.0,3
795,BTM Layout,450.0,1.0,20.0,1
796,BTM Layout,1196.0,2.0,56.81,2
797,BTM Layout,1470.0,2.0,99.0,3
798,Baba Nagar,1100.0,2.0,52.0,2
799,Baba Nagar,700.0,2.0,29.0,2
802,Babusapalaya,1611.0,2.0,66.0,3
804,Babusapalaya,1675.0,3.0,75.0,3
805,Babusapalaya,1141.0,2.0,46.0,2
806,Babusapalaya,1500.0,2.0,57.0,2
808,Babusapalaya,1050.0,2.0,45.0,2
809,Babusapalaya,1141.0,2.0,45.9,2
811,Babusapalaya,1230.0,3.0,53.0,3
812,Babusapalaya,1105.0,2.0,40.0,2
813,Babusapalaya,1410.0,2.0,65.0,3
814,Babusapalaya,1450.0,2.0,55.99,2
815,Babusapalaya,1100.0,2.0,38.0,2
817,Babusapalaya,1061.0,2.0,33.84,2
818,Babusapalaya,1061.0,2.0,38.95,2
819,Babusapalaya,1061.0,2.0,34.0,2
820,Babusapalaya,1245.0,2.0,58.0,2
821,Badavala Nagar,1494.0,2.0,94.55,3
822,Badavala Nagar,1274.0,2.0,81.0,2
823,Badavala Nagar,1842.0,3.0,115.0,3
824,Badavala Nagar,1494.0,2.0,94.55,3
825,Badavala Nagar,1274.0,2.0,81.0,2
826,Badavala Nagar,1494.0,2.0,94.55,3
827,Badavala Nagar,1842.0,3.0,115.0,3
828,Badavala Nagar,1842.0,3.0,115.0,3
829,Badavala Nagar,1842.0,3.0,115.0,3
830,Bagalakunte,2360.0,4.0,150.0,4
831,Bagalakunte,560.0,1.0,21.0,1
832,Bagalakunte,1200.0,4.0,138.0,2
833,Bagalakunte,1050.0,2.0,40.0,2
834,Bagalur,1200.0,2.0,50.0,2
835,Bagalur,985.0,2.0,57.0,2
836,Bagalur,1407.0,2.0,83.87,2
837,Bagalur,2400.0,4.0,135.0,4
838,Bagalur Main Road,4400.0,4.0,350.0,5
839,Bagalur Main Road,1220.0,2.0,72.0,2
840,Balagere,1210.0,2.0,80.9,2
841,Balagere,1210.0,2.0,72.0,2
842,Balagere,1205.0,2.0,78.5,2
843,Balagere,790.5,1.0,41.9,1
846,Balagere,1020.07,2.0,68.38,2
847,Balagere,1205.47,2.0,81.0,2
848,Balagere,1007.0,2.0,65.0,2
850,Balagere,1210.0,2.0,74.0,2
851,Balagere,1210.0,2.0,83.0,2
852,Balagere,675.0,1.0,45.0,1
853,Balagere,656.0,1.0,43.0,1
855,Balagere,1012.0,2.0,64.0,2
856,Balagere,1007.0,2.0,62.0,2
857,Balagere,1007.0,2.0,67.0,2
858,Balagere,1007.0,2.0,66.0,2
861,Balagere,645.0,1.0,34.18,1
864,Balagere,790.5,1.0,42.295,1
865,Balagere,1012.0,2.0,65.0,2
866,Balagere,656.0,1.0,38.77,1
867,Balagere,645.0,1.0,39.0,1
868,Balagere,645.0,1.0,41.0,1
869,Balagere,1210.0,2.0,82.0,2
870,Balagere,656.0,1.0,34.77,1
871,Balagere,1205.0,2.0,73.87,2
872,Balagere,1012.0,2.0,70.0,2
873,Balagere,1007.0,2.0,68.0,2
875,Balagere,1205.0,2.0,79.0,2
876,Balagere,1012.0,2.0,68.0,2
877,Balaji Gardens Layout,1051.0,2.0,33.0,2
878,Balaji Gardens Layout,825.0,2.0,40.0,1
879,Banagiri Nagar,1525.0,2.0,122.0,3
880,Banagiri Nagar,1500.0,2.0,89.99,3
881,Banagiri Nagar,1630.0,2.0,97.78,3
882,Banagiri Nagar,2008.0,3.0,170.0,3
883,Banagiri Nagar,1560.0,2.0,125.0,3
884,Banagiri Nagar,1525.0,2.0,91.48,3
885,Banagiri Nagar,1500.0,2.0,120.0,3
887,Banashankari,1077.0,2.0,37.64,2
888,Banashankari,1470.0,2.0,88.64,3
889,Banashankari,1300.0,2.0,75.0,3
890,Banashankari,1800.0,3.0,115.0,3
891,Banashankari,1125.0,2.0,63.0,2
893,Banashankari,1310.0,2.0,80.0,2
894,Banashankari,2600.0,4.0,135.0,3
895,Banashankari,1900.0,2.0,170.0,3
896,Banashankari,1260.0,2.0,75.0,2
897,Banashankari,1170.0,2.0,46.79,2
899,Banashankari,1350.0,2.0,83.0,3
901,Banashankari,1330.0,2.0,78.0,2
902,Banashankari,1400.0,2.0,78.0,3
903,Banashankari,1700.0,3.0,125.0,3
904,Banashankari,1020.0,2.0,40.79,2
905,Banashankari,1600.0,2.0,63.98,2
906,Banashankari,1041.0,2.0,36.44,2
907,Banashankari,2400.0,1.0,200.0,1
908,Banashankari,1390.0,2.0,86.0,2
909,Banashankari,1460.0,2.0,70.0,2
910,Banashankari,1200.0,2.0,60.0,2
911,Banashankari,1290.0,2.0,80.0,2
912,Banashankari,2582.0,5.0,250.0,3
913,Banashankari,1186.0,2.0,65.0,2
914,Banashankari,1650.0,3.0,101.0,3
916,Banashankari,1181.0,2.0,75.0,2
917,Banashankari,1105.0,2.0,90.0,2
918,Banashankari,720.0,1.0,60.0,1
919,Banashankari,1040.0,2.0,45.0,2
920,Banashankari,1330.0,2.0,77.0,2
921,Banashankari,1200.0,2.0,49.0,2
922,Banashankari,1185.0,2.0,67.0,2
923,Banashankari,1000.0,2.0,50.0,2
924,Banashankari,1650.0,3.0,90.75,3
925,Banashankari,1650.0,3.0,101.0,3
926,Banashankari,1310.0,2.0,80.43,2
927,Banashankari,600.0,1.0,27.0,2
928,Banashankari,1430.0,2.0,87.8,2
929,Banashankari,1020.0,2.0,42.83,2
931,Banashankari,1540.0,3.0,80.0,3
932,Banashankari,1195.0,2.0,35.84,2
933,Banashankari,1683.0,3.0,115.0,3
934,Banashankari,1800.0,3.0,125.0,3
935,Banashankari,1175.0,2.0,41.13,2
936,Banashankari,1750.0,2.0,89.0,3
937,Banashankari,1800.0,3.0,175.0,3
938,Banashankari,1450.0,2.0,50.75,2
939,Banashankari,1770.0,3.0,108.0,3
940,Banashankari,1800.0,3.0,125.0,3
943,Banashankari,1200.0,3.0,74.52,3
944,Banashankari,1100.0,2.0,63.0,2
945,Banashankari,1020.0,2.0,40.79,2
946,Banashankari,1260.0,2.0,75.0,2
948,Banashankari,1426.0,3.0,85.0,3
949,Banashankari Stage II,1700.0,2.0,150.0,2
950,Banashankari Stage II,1200.0,2.0,150.0,4
951,Banashankari Stage II,1500.0,2.0,120.0,3
952,Banashankari Stage II,2400.0,3.0,510.0,5
953,Banashankari Stage II,1240.0,2.0,59.52,3
954,Banashankari Stage II,1250.0,2.0,110.0,2
955,Banashankari Stage II,1260.0,2.0,95.0,3
956,Banashankari Stage II,2400.0,2.0,300.0,3
957,Banashankari Stage II,1400.0,2.0,100.0,2
958,Banashankari Stage II,2800.0,3.0,425.0,5
959,Banashankari Stage II,3000.0,3.0,450.0,3
960,Banashankari Stage II,1200.0,2.0,198.0,3
961,Banashankari Stage II,1245.0,2.0,125.0,2
962,Banashankari Stage III,1305.0,2.0,58.7,3
963,Banashankari Stage III,1145.0,2.0,58.4,2
964,Banashankari Stage III,1650.0,3.0,118.0,3
965,Banashankari Stage III,2400.0,4.0,240.0,4
966,Banashankari Stage III,1350.0,2.0,68.0,3
968,Banashankari Stage III,1305.0,2.0,59.0,3
969,Banashankari Stage III,1305.0,2.0,60.0,3
970,Banashankari Stage III,1200.0,2.0,42.0,2
971,Banashankari Stage III,1305.0,2.0,59.0,3
972,Banashankari Stage III,1480.0,3.0,75.48,3
973,Banashankari Stage III,1305.0,2.0,59.0,3
974,Banashankari Stage III,1304.0,2.0,111.0,2
975,Banashankari Stage III,3000.0,6.0,150.0,6
976,Banashankari Stage III,1085.0,2.0,50.0,2
977,Banashankari Stage III,1500.0,2.0,100.0,3
978,Banashankari Stage III,2100.0,3.0,147.0,4
979,Banashankari Stage III,1420.0,2.0,95.0,3
980,Banashankari Stage V,1300.0,2.0,58.5,3
981,Banashankari Stage V,1305.0,2.0,49.0,3
982,Banashankari Stage V,1035.0,2.0,35.77,2
983,Banashankari Stage V,1355.0,2.0,61.0,3
984,Banashankari Stage V,1510.0,3.0,47.57,3
985,Banashankari Stage V,1650.0,3.0,51.98,3
986,Banashankari Stage V,1630.0,3.0,51.35,3
987,Banashankari Stage V,1510.0,3.0,47.57,3
988,Banashankari Stage V,1315.0,2.0,49.0,3
989,Banashankari Stage V,1540.0,3.0,48.51,3
990,Banashankari Stage V,920.0,2.0,41.5,2
991,Banashankari Stage VI,1177.5,2.0,59.935,2
992,Banashankari Stage VI,4800.0,4.0,190.0,4
993,Banashankari Stage VI,2800.0,4.0,89.0,4
994,Banashankari Stage VI,2200.0,4.0,195.0,4
995,Banashankari Stage VI,1160.0,2.0,59.0,2
996,Banashankari Stage VI,1180.0,2.0,59.47,2
997,Banashankari Stage VI,1423.0,2.0,71.73,3
998,Banashankari Stage VI,1392.0,3.0,69.46,3
999,Banashankari Stage VI,1410.5,2.0,70.385,3
1000,Banashankari Stage VI,4800.0,3.0,200.0,4
1001,Banaswadi,1184.0,2.0,53.0,2
1002,Banaswadi,1145.0,2.0,55.0,2
1003,Banaswadi,1250.0,2.0,60.0,2
1004,Banaswadi,1365.0,2.0,73.0,2
1005,Banaswadi,1903.0,6.0,140.0,5
1006,Banaswadi,1222.0,2.0,80.0,2
1007,Banaswadi,870.0,2.0,38.0,2
1008,Banaswadi,1200.0,2.0,60.0,2
1010,Banaswadi,527.0,1.0,35.0,1
1011,Banaswadi,1340.0,2.0,73.0,2
1012,Banaswadi,1008.0,2.0,52.0,2
1013,Banaswadi,1105.0,2.0,57.0,2
1014,Banjara Layout,1200.0,2.0,70.0,2
1015,Banjara Layout,1050.0,2.0,64.8,2
1016,Banjara Layout,753.0,3.0,59.5,2
1017,Banjara Layout,2500.0,4.0,140.0,3
1018,Bank Of Baroda Colony,2400.0,5.0,350.0,4
1019,Bank Of Baroda Colony,1350.0,2.0,185.0,2
1020,Bank Of Baroda Colony,1080.0,2.0,55.0,2
1021,Bank Of Baroda Colony,2350.0,5.0,325.0,5
1022,Bannerghatta,3012.0,6.0,250.0,4
1023,Bannerghatta,1665.0,3.0,110.0,3
1024,Bannerghatta,2370.0,4.0,195.0,3
1025,Bannerghatta,1100.0,2.0,66.0,2
1026,Bannerghatta,2895.5,2.0,246.0,4
1027,Bannerghatta,1113.0,2.0,70.0,2
1028,Bannerghatta,1200.0,2.0,73.2,2
1029,Bannerghatta,1070.0,2.0,87.0,2
1030,Bannerghatta,1776.0,3.0,124.0,3
1031,Bannerghatta,1776.0,3.0,150.0,3
1032,Bannerghatta Road,500.0,1.0,18.5,1
1033,Bannerghatta Road,1050.0,2.0,65.0,2
1034,Bannerghatta Road,1170.0,2.0,66.0,3
1035,Bannerghatta Road,595.0,1.0,33.32,1
1036,Bannerghatta Road,1445.0,3.0,95.0,3
1037,Bannerghatta Road,1640.0,2.0,120.0,3
1039,Bannerghatta Road,1460.0,2.0,90.0,3
1041,Bannerghatta Road,1179.0,2.0,66.02,2
1042,Bannerghatta Road,1122.5,2.0,58.935,2
1043,Bannerghatta Road,793.0,2.0,45.0,2
1045,Bannerghatta Road,1400.0,2.0,78.0,2
1047,Bannerghatta Road,1215.0,2.0,50.0,2
1048,Bannerghatta Road,1654.0,3.0,100.0,3
1049,Bannerghatta Road,1181.0,2.0,55.0,2
1051,Bannerghatta Road,1200.0,2.0,75.0,2
1053,Bannerghatta Road,595.0,1.0,31.83,1
1054,Bannerghatta Road,1105.0,2.0,51.0,2
1055,Bannerghatta Road,1255.0,2.0,65.26,2
1057,Bannerghatta Road,1550.0,3.0,82.0,3
1059,Bannerghatta Road,1650.0,3.0,122.0,3
1060,Bannerghatta Road,912.0,2.0,55.0,2
1061,Bannerghatta Road,1218.0,2.0,73.0,2
1063,Bannerghatta Road,1115.0,2.0,65.12,2
1065,Bannerghatta Road,1893.0,3.0,100.0,3
1066,Bannerghatta Road,1600.0,3.0,95.0,3
1067,Bannerghatta Road,1275.0,2.0,65.0,2
1068,Bannerghatta Road,892.0,2.0,39.0,2
1070,Bannerghatta Road,1260.0,2.0,70.0,2
1072,Bannerghatta Road,1157.0,2.0,40.0,2
1073,Bannerghatta Road,1150.0,2.0,65.0,2
1075,Bannerghatta Road,1100.0,2.0,39.0,2
1077,Bannerghatta Road,1725.0,3.0,110.0,3
1078,Bannerghatta Road,1850.0,6.0,150.0,6
1080,Bannerghatta Road,950.0,2.0,38.0,2
1081,Bannerghatta Road,1220.0,2.0,80.0,2
1082,Bannerghatta Road,1130.0,2.0,78.0,2
1084,Bannerghatta Road,1486.0,3.0,83.22,3
1086,Bannerghatta Road,1015.0,2.0,48.0,2
1087,Bannerghatta Road,1115.0,2.0,61.0,2
1088,Bannerghatta Road,1136.0,2.0,48.0,2
1089,Bannerghatta Road,2700.0,4.0,260.0,4
1090,Bannerghatta Road,1200.0,2.0,69.0,3
1091,Bannerghatta Road,1465.0,2.0,76.0,3
1092,Bannerghatta Road,1302.5,2.0,67.73,2
1093,Bannerghatta Road,1200.0,2.0,65.0,2
1094,Bannerghatta Road,1240.0,2.0,65.0,2
1095,Bannerghatta Road,1476.0,3.0,125.0,3
1097,Bannerghatta Road,1532.5,3.0,84.29,3
1099,Bannerghatta Road,1268.0,2.0,69.0,2
1100,Bannerghatta Road,1450.0,2.0,87.0,3
1101,Bannerghatta Road,2932.0,5.0,195.0,4
1104,Bannerghatta Road,960.0,2.0,58.0,2
1105,Bannerghatta Road,1750.0,3.0,130.0,3
1106,Bannerghatta Road,1275.0,2.0,73.0,2
1108,Bannerghatta Road,1240.0,2.0,71.0,2
1110,Bannerghatta Road,1215.0,2.0,68.0,2
1111,Bannerghatta Road,1215.0,2.0,68.0,2
1112,Bannerghatta Road,1894.0,3.0,115.0,3
1114,Bannerghatta Road,1693.0,3.0,89.0,3
1115,Bannerghatta Road,1280.0,2.0,60.16,2
1117,Bannerghatta Road,630.0,1.0,35.0,1
1118,Bannerghatta Road,1215.0,2.0,68.0,2
1119,Bannerghatta Road,1365.0,3.0,76.18,3
1120,Bannerghatta Road,1115.0,2.0,78.0,2
1121,Bannerghatta Road,1532.5,3.0,79.465,3
1123,Bannerghatta Road,1655.0,3.0,90.0,3
1124,Bannerghatta Road,1247.0,2.0,47.39,2
1125,Bannerghatta Road,1237.5,2.0,49.49,2
1126,Bannerghatta Road,1650.0,3.0,94.0,3
1127,Bannerghatta Road,905.0,2.0,65.0,2
1128,Bannerghatta Road,1000.0,2.0,50.0,2
1129,Bannerghatta Road,2185.0,3.0,120.0,4
1130,Bannerghatta Road,1012.0,2.0,45.0,2
1132,Bannerghatta Road,1460.0,2.0,80.0,3
1133,Bannerghatta Road,1340.0,2.0,85.0,2
1134,Bannerghatta Road,1711.0,3.0,125.0,3
1135,Bannerghatta Road,1520.0,2.0,81.0,3
1136,Bannerghatta Road,2826.0,3.0,148.0,3
1137,Bannerghatta Road,1115.0,2.0,61.0,2
1138,Bannerghatta Road,1154.0,2.0,47.0,2
1139,Bannerghatta Road,1000.0,2.0,44.5,2
1140,Bannerghatta Road,1250.0,2.0,48.0,2
1141,Bannerghatta Road,1640.0,3.0,105.0,3
1143,Bannerghatta Road,1012.0,2.0,44.0,2
1144,Bannerghatta Road,1527.0,3.0,115.0,3
1147,Bannerghatta Road,1550.0,3.0,96.0,3
1148,Bannerghatta Road,1200.0,2.0,78.0,2
1149,Bannerghatta Road,1885.0,3.0,125.0,3
1151,Bannerghatta Road,1450.0,2.0,78.0,3
1152,Bannerghatta Road,700.0,1.0,31.2,1
1155,Bannerghatta Road,905.0,2.0,58.0,2
1157,Bannerghatta Road,1920.0,3.0,122.0,3
1158,Bannerghatta Road,2400.0,4.0,180.0,4
1160,Bannerghatta Road,1270.0,2.0,45.0,2
1161,Bannerghatta Road,1520.0,2.0,80.0,3
1162,Bannerghatta Road,1270.0,2.0,73.0,3
1163,Bannerghatta Road,1846.0,3.0,120.0,3
1165,Bannerghatta Road,1122.5,2.0,61.74,2
1166,Bannerghatta Road,1655.0,3.0,95.0,3
1167,Bannerghatta Road,1206.0,2.0,53.0,2
1168,Bannerghatta Road,1150.0,2.0,55.0,2
1169,Bannerghatta Road,1215.0,2.0,65.0,2
1170,Bannerghatta Road,1510.0,2.0,110.0,3
1171,Bannerghatta Road,1022.0,2.0,35.0,2
1172,Bannerghatta Road,1246.0,2.0,47.35,2
1173,Bannerghatta Road,1470.0,2.0,85.0,3
1174,Bannerghatta Road,1160.0,2.0,45.0,2
1175,Bannerghatta Road,970.0,2.0,57.0,2
1176,Bannerghatta Road,1527.0,3.0,142.0,3
1177,Basapura,1100.0,2.0,60.0,2
1178,Basapura,1045.0,2.0,42.0,2
1179,Basapura,1100.0,2.0,60.0,2
1180,Basapura,1301.0,2.0,55.0,2
1181,Basapura,1540.0,2.0,70.0,3
1182,Basapura,1440.0,3.0,72.0,3
1183,Basapura,1294.0,2.0,52.0,3
1184,Basapura,1100.0,2.0,60.0,2
1185,Basava Nagar,1405.0,2.0,70.0,2
1186,Basava Nagar,1182.0,2.0,60.1,3
1187,Basavanagara,2400.0,2.0,80.0,3
1188,Basavanagara,2000.0,3.0,25.0,4
1189,Basavanagara,1428.0,2.0,70.0,3
1190,Basavanapura,1220.0,2.0,68.0,2
1191,Basavanapura,1095.0,2.0,38.52,2
1192,Basavanapura,1165.0,2.0,65.0,2
1195,Basavangudi,1036.0,2.0,105.0,2
1196,Basavangudi,2600.0,4.0,260.0,4
1197,Basavangudi,1600.0,2.0,160.0,3
1198,Basavangudi,1560.0,2.0,145.0,2
1200,Basavangudi,1800.0,3.0,195.0,3
1201,Basavangudi,1100.0,2.0,93.0,2
1203,Basavangudi,1050.0,2.0,103.0,2
1206,Basavangudi,1180.0,2.0,124.0,2
1208,Basavangudi,1200.0,2.0,120.0,2
1210,Basavangudi,2453.0,3.0,250.0,4
1211,Basavanna Nagar,1645.0,3.0,95.0,3
1212,Basavanna Nagar,1645.0,3.0,95.0,3
1213,Basaveshwara Nagar,4500.0,5.0,415.0,5
1214,Basaveshwara Nagar,1865.0,3.0,145.0,3
1215,Basaveshwara Nagar,1200.0,2.0,90.0,2
